Data Source	World Development Indicators			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Machinery and transport equipment (% of value added in manufacturing)	NV.MNF.MTRN.ZS.UN	\N	\N	\N	14.48997651	14.40002845	14.95934797	14.75258462	14.3058117	14.63211534	14.59588858	15.65974777	15.99716401	15.78405746	13.9316492	13.45781741	14.31983894	14.66367665	14.54884173	16.07978646	15.89030104	15.57775768	15.08844916	15.15947459	15.10717806	14.14029656	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	18.22279352	18.78242013	18.60438609	19.04402354	19.15146454	19.00635084	18.95806333	18.95806333	18.30113167	18.22058048	18.23850003	18.70111707	17.43847797	17.71595541	19.3215108	17.70792673	18.78125254	19.3662948	20.01923155	19.00074285	15.86690437	17.04619164	18.04326433	16.45108153	16.45113706	\N
Belgium	BEL	Financial intermediary services indirectly Measured (FISIM) (constant LCU)	NV.FSM.TOTL.KN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Imports of goods and services (annual % growth)	NE.IMP.GNFS.KD.ZG	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3.64456131	9.569077594	18.58650835	4.416433878	-9.082391342	12.38551135	4.770925128	2.668309067	8.955893099	-1.920993454	-1.935203683	1.354745236	-1.232230831	6.392519683	0.407258155	4.588902143	6.752892324	10.42015671	9.69349548	4.868733293	2.859223298	4.11706413	-0.36084522	7.280409183	4.651707992	5.554105542	8.202305689	5.058144576	3.373285238	13.01550527	-0.755473782	1.055975866	1.459475747	6.306671613	6.426575906	5.141851248	5.579332627	3.805004936	-10.85888872	9.687970264	5.625029754	-0.674804751	-0.213858263	5.528272669	3.913671554	7.451584446	5.219110728	1.377250634	1.648974544	-5.944309379
Belgium	BEL	Gross fixed capital formation (constant 2015 US$)	NE.GDI.FTOT.KD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	41023408599	40243734653	41609930801	44532350598	47622077556	46732834467	48599094407	48619477946	49963437304	48603775778	54723066147	46222470771	44373572162	42016341668	43000458765	44920647077	46298410792	48588999681	56372042160	62997391937	68403057723	65568492651	66279845865	64610722544	64858688804	67059390049	67430372887	71947601876	73567837533	76580617437	80386047368	81693193473	78318968706	78215603682	85278362742	90171454462	91889620716	98580953311	1.00461E+11	93807640802	93814184296	98711490471	99351865629	97096911055	1.02298E+11	1.06125E+11	1.10535E+11	1.12085E+11	1.15481E+11	1.20664E+11	1.1323E+11
Belgium	BEL	Gross national expenditure deflator (base year varies by country)	NE.DAB.DEFL.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	20.33598425	21.59626689	22.74623469	24.30055614	27.94853647	31.33143597	33.90448213	36.27117603	37.82543736	39.45782198	42.12736269	44.97359008	48.49756135	50.94903415	53.80922026	55.89540271	56.09909007	56.88937951	57.73387378	60.28107525	62.25335967	63.93458328	65.41658491	67.42056829	69.03622677	69.88887392	70.56279544	71.31752582	72.42255659	73.33197838	75.70793758	77.12157892	78.0671471	79.79954687	81.91558449	84.10913285	86.49848465	88.15000688	91.72122441	90.22331246	93.07822885	95.89360127	97.74575066	98.68823493	99.41735523	100	101.2549731	103.5206937	105.7706859	106.9564532	107.9716728
Belgium	BEL	Households and NPISHs Final consumption expenditure (current LCU)	NE.CON.PRVT.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	16927174000	18702169000	20921159000	23951296000	27761905000	31485939000	35668390000	39225993000	41924696000	45798864000	50300298000	54251475000	59542810000	63656029000	67462488000	72721211000	74979609000	77547822000	81055676000	86936070000	92154028000	97608424000	1.01296E+11	1.0341E+11	1.0828E+11	1.11686E+11	1.14598E+11	1.18021E+11	1.23097E+11	1.26176E+11	1.34116E+11	1.38526E+11	1.40826E+11	1.43956E+11	1.49127E+11	1.55603E+11	1.62732E+11	1.70592E+11	1.78419E+11	1.77993E+11	1.86792E+11	1.93784E+11	2.00594E+11	2.0611E+11	2.08801E+11	2.1393E+11	2.20597E+11	2.29077E+11	2.38209E+11	2.45798E+11	2.26961E+11
Belgium	BEL	High-technology exports (current US$)	TX.VAL.TECH.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	28337950660	31661467569	32164705090	18056971678	19708635994	18575748639	23017332026	26766121596	22551602320	27174311007	25234291567	28164337255	33078387295	34420442274
Belgium	BEL	Merchandise exports to economies in the Arab World (% of total merchandise exports)	TX.VAL.MRCH.AL.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.900775206	1.907625368	1.813451315	1.762536996	1.9978252	1.930875517	1.757729192	1.822955884	1.859315092	2.024742463	2.041540735	2.2919535	2.54997222	2.431302798	2.567135	2.826000899	3.078369762	3.090742044	3.128744801	2.999129887	2.980208701	2.661198473	2.599622937	\N
Belgium	BEL	Import value index (2000 = 100)	TM.VAL.MRCH.XD.WD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	93.15451334	94.69563555	91.45280134	95.34422713	93.16200684	100	100.8985527	111.9940357	132.6825269	161.301121	179.9822933	198.5820687	232.4228827	263.3420228	199.5584603	220.9130098	263.7008853	247.9930134	255.0270944	256.2222193	212.07649	214.2673747	231.1024957	256.9262525	241.5433644	223.7113548
Belgium	BEL	Insurance and financial services (% of commercial service imports)	TM.VAL.INSF.ZS.WT	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	7.472550406	7.629791093	7.70910951	7.764559332	7.493550969	4.964194555	7.93780865	8.156297382	8.637788234	8.877393978	8.096251592	7.775702068	7.28679529	6.758872043	7.078835555	7.457184722	6.799156504	6.761634151	7.472244424
Belgium	BEL	"Share of tariff lines with specific rates, all products (%)"	TM.TAX.MRCH.SR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	12.45447	17.69554	4.383404	3.562342	3.815192	3.734529	3.785446	2.519109	1.382613	1.27412	1.855131	6.68091	1.241509	1.375752	1.35586	1.229806	1.491698	1.010172	1.014029	0.9357632	0.8433674	1.02311	0.9867887	0.9347487	0.9842589	0.9322362	0.9022391	0.8827925	0.6346312	0.8638234	0.9019911	0.9538649	8.122205
Belgium	BEL	"International tourism, expenditures (% of total imports)"	ST.INT.XPND.MP.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	6.114567057	6.448522741	6.202216709	6.064527314	5.995537751	5.406682511	\N	6.332230185	5.735099481	5.258515756	5.419596705	5.742332643	6.071031252	4.489462242	4.438371454	4.319472981	4.596352546	4.81069755	3.394909873
Belgium	BEL	Rural population	SP.RUR.TOTL	690173	683837	675039	665612	657593	649491	639888	629663	618582	607025	594492	582711	572373	561805	551360	540999	530184	510589	491485	473116	455398	440204	430030	420141	410476	401233	392205	383459	375867	368490	361118	354059	347362	340654	333815	326709	319832	313175	306498	300145	294313	289464	285082	280571	276160	272130	268551	265111	261859	258792	255937	254101	250572	246734	242900	239464	235807	231939	228427	225069	221991
Belgium	BEL	"Age dependency ratio, old (% of working-age population)"	SP.POP.DPND.OL	18.37622191	18.72563537	19.03277057	19.30923862	19.57414073	19.84030714	20.21686614	20.56646058	20.87935801	21.13732108	21.33106512	21.62054503	21.81884987	21.94232011	22.01308577	22.04287475	22.22920446	22.38537359	22.45918273	22.36883545	22.08277959	21.82188331	21.37557713	20.87698717	20.50631495	20.35982789	20.57447449	20.96923554	21.46749408	21.94994416	22.34788769	22.79571496	23.16563941	23.48032417	23.77490506	24.0685078	24.46862881	24.83874187	25.17561442	25.47157318	25.72377721	25.94630507	26.12777452	26.26617792	26.34911633	26.37485618	26.3999416	26.33651669	26.2486617	26.23311535	26.35022209	26.55662958	26.872332	27.25649898	27.6376309	27.9742851	28.43437624	28.8664766	29.28610382	29.72784993	30.22083568
Belgium	BEL	"Population ages 65-69, female (% of female population)"	SP.POP.6569.FE.5Y	4.831209368	4.891481839	4.970498887	5.061745471	5.156160157	5.248498432	5.296282519	5.349537985	5.402861535	5.449007506	5.483029146	5.465819128	5.432136056	5.392399763	5.36253781	5.348710218	5.317003118	5.32041386	5.317997861	5.247841014	5.080549429	4.802530123	4.420715369	4.035472241	3.79914289	3.794744352	3.97569167	4.37358004	4.874970397	5.31054569	5.582511116	5.688805251	5.658384275	5.545177743	5.43380533	5.37140286	5.325783385	5.313581023	5.318281539	5.313888024	5.286202653	5.220920227	5.150522881	5.073737204	4.988544984	4.895814914	4.767201091	4.616525522	4.479962585	4.413215311	4.447243592	4.575203744	4.801046824	5.065752889	5.288378937	5.42728491	5.526538708	5.558820511	5.55396804	5.559445881	5.60169819
Belgium	BEL	"Population ages 25-29, female (% of female population)"	SP.POP.2529.FE.5Y	6.757465946	6.632763963	6.507197068	6.377667081	6.239417676	6.095156615	5.946391951	5.785837153	5.653261717	5.610703187	5.692273358	5.887491857	6.208883333	6.590404076	6.927203961	7.154509882	7.270619318	7.280975426	7.228090983	7.184671135	7.19560362	7.237147737	7.316001444	7.419736142	7.524480744	7.612608143	7.672388125	7.729069817	7.770496217	7.777990932	7.740640913	7.669069511	7.554792	7.414074327	7.270299386	7.135853675	6.986125915	6.845796519	6.71241907	6.578227953	6.439192823	6.308587406	6.192538148	6.105060219	6.055158222	6.040054722	6.058940196	6.105193658	6.168389596	6.229048703	6.270813221	6.275930195	6.269816049	6.261492158	6.261735456	6.271761158	6.242229798	6.220224553	6.19729065	6.158500729	6.094232253
Belgium	BEL	"Population ages 0-14, total"	SP.POP.0014.TO	2152022	2183767	2201944	2217487	2235830	2255517	2271761	2282094	2286057	2284219	2274388	2256954	2244711	2228512	2206840	2178235	2146830	2107896	2064865	2023102	1985822	1947635	1915000	1887639	1862681	1839379	1822790	1806380	1795317	1788982	1786760	1785479	1791023	1800753	1809334	1813396	1815393	1813600	1808163	1803235	1800715	1793891	1792686	1793534	1794736	1797090	1803471	1810116	1817723	1826821	1839474	1867534	1881300	1892011	1902944	1917082	1928234	1937926	1948932	1959814	1968445
Belgium	BEL	"Life expectancy at birth, total (years)"	SP.DYN.LE00.IN	69.70195122	70.52097561	70.2195122	70.05146341	70.75512195	70.62536585	70.70634146	71.01292683	70.69317073	70.76487805	70.97195122	71.0604878	71.40512195	71.63536585	71.98585366	71.97121951	72.1197561	72.77390244	72.69804878	73.19365854	73.20707317	73.62170732	73.88804878	73.86902439	74.40487805	74.5202439	74.73170732	75.36585366	75.56585366	75.63268293	76.05195122	76.19219512	76.35121951	76.34536585	76.69170732	76.84073171	77.18731707	77.37073171	77.47317073	77.6195122	77.72195122	77.97317073	78.07560976	78.12926829	78.87804878	78.9804878	79.3804878	79.78292683	79.6804878	80.03414634	80.18292683	80.58536585	80.38536585	80.58780488	81.28780488	80.99268293	81.43902439	81.49268293	81.59512195	81.74634146	\N
Belgium	BEL	Prevalence of undernourishment (% of population)	SN.ITK.DEFC.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	\N
Belgium	BEL	"Share of youth not in education, employment or training, male (% of male youth population)"	SL.UEM.NEET.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	8.279999733	12.48999977	10.15999985	10.18999958	9.18999958	10.48999977	10.78999996	11.60999966	12.5	13.23999977	12.57999992	12.53999996	10.05000019	9.970000267	9.359999657	10.07999992	9.770000458
Belgium	BEL	"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)"	SL.UEM.1524.FE.NE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	28.95000076	30.31999969	29.75	26.95000076	28.64999962	23.44000053	20.14999962	19.15999985	17.11000061	15.18000031	19.62000084	23.37000084	23.69000053	24.40999985	25.70000076	23.04000092	22.43000031	18.15999985	16.62999916	15.17000008	17.5	19.51000023	22.05999947	22.56999969	20.87999916	18.71999931	22.48999977	22.37000084	18.73999977	18.87000084	22.46999931	22.32999992	20.04999924	18.15999985	18.04000092	15.26000023	12.27999973	15.11999989
Belgium	BEL	"Labor force participation rate, female (% of female population ages 15+) (national estimate)"	SL.TLF.CACT.FE.NE.ZS	\N	25.53000069	\N	\N	\N	\N	\N	\N	\N	\N	28.12999916	\N	\N	\N	\N	\N	\N	28.73999977	\N	30.20999908	30.68000031	28.48999977	\N	36.29000092	36.06999969	36.45999908	36.93999863	36.56000137	36.45000076	36.20999908	36.54999924	38.00999832	38.90000153	39.58000183	40.15999985	40.52999878	40.56000137	41.00999832	41.65999985	43.16999817	43.65000153	41.86999893	42.56999969	42.95000076	44.25	45.68999863	45.81999969	46.52999878	46.90999985	46.95000076	47.70999908	47.02999878	47.09999847	47.77000046	48.08000183	48.00999832	47.77999878	48.72000122	49.52000046	49.83000183	49.34000015
Belgium	BEL	"Children in employment, total (% of children ages 7-14)"	SL.TLF.0714.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Employment in services, male (% of male employment) (modeled ILO estimate)"	SL.SRV.EMPL.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	55.99000168	56.41999817	57.29999924	58	58.84999847	59.59000015	59.59000015	59.93999863	61.13000107	61.41999817	62.90000153	62.11999893	62.88000107	61.63000107	62.59000015	62	62.75	61.84999847	63.45000076	64	63.93000031	65.79000092	65.41000366	65.80000305	65.68000031	65.87999725	67.37000275	66.80000305	67.23000336	\N
Belgium	BEL	"Contributing family workers, male (% of male employment) (modeled ILO estimate)"	SL.FAM.WORK.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.610000014	0.75	0.540000021	0.589999974	0.629999995	0.680000007	0.5	0.479999989	0.419999987	0.550000012	0.540000021	0.430000007	0.50999999	0.529999971	0.389999986	0.430000007	0.349999994	0.430000007	0.479999989	0.289999992	0.49000001	0.409999996	0.430000007	0.419999987	0.49000001	0.460000008	0.430000007	0.479999989	0.5	\N
Belgium	BEL	"Employment to population ratio, 15+, female (%) (national estimate)"	SL.EMP.TOTL.SP.FE.NE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	24.63999939	\N	25.43000031	25.61000061	\N	\N	29.82999992	29.47999954	29.95999908	30.31999969	30.12000084	30.92000008	31.51000023	32.38000107	33.95999908	35.20999908	35.29999924	35.16999817	35.58000183	35.52000046	36.27000046	36.77999878	38.75999832	40.04000092	38.97000122	39.25	39.50999832	40.58000183	41.34999847	41.56000137	42.59999847	43.34999847	43.13999939	43.65000153	43.65999985	43.61000061	43.86999893	44.25999832	44.27999878	44.15999985	45.27999878	46.77000046	47.36999893	46.70000076
Belgium	BEL	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2.539999962	2.49000001	1.970000029	2.170000076	2.079999924	2.160000086	2.079999924	1.570000052	1.99000001	1.190000057	0.949999988	1.090000033	1.059999943	1.570000052	1.480000019	1.279999971	1.309999943	1.029999971	0.99000001	0.889999986	0.889999986	0.689999998	0.839999974	0.839999974	0.730000019	0.75	0.709999979	0.639999986	0.629999995	\N
Belgium	BEL	"Multidimensional poverty headcount ratio, household (% of total households)"	SI.POV.MDIM.HH	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Income share held by third 20%	SI.DST.03RD.20	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	18.2	\N	\N	18.1	\N	\N	\N	18.4	\N	\N	17.7	\N	17.9	\N	\N	16.3	\N	\N	17.9	17.1	17.3	17.7	17.4	17.6	17.7	17.8	18	18	18	17.8	18.1	18.1	18.1	18	\N	\N
Belgium	BEL	"Current health expenditure per capita, PPP (current international $)"	SH.XPD.CHEX.PP.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2226.144287	2352.505615	2524.578613	2851.01123	3008.062256	3082.290039	3237.00708	3381.330566	3662.915527	3927.464844	4101.003418	4269.318848	4455.734863	4621.130371	4771.913574	4834.890137	5244.892578	5450.47998	5683.120605	5846.896484	\N
Belgium	BEL	Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD)	SH.UHC.NOP1.CG	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Prevalence of stunting, height for age (modeled estimate, % of children under 5)"	SH.STA.STNT.ME.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	4	3.9	3.8	3.6	3.5	3.4	3.2	3.1	3	2.9	2.8	2.7	2.7	2.6	2.5	2.5	2.5	2.4	2.4	2.4	2.3
Belgium	BEL	"People practicing open defecation, urban (% of urban population)"	SH.STA.ODFC.UR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Belgium	BEL	"People using at least basic sanitation services, urban (% of urban population)"	SH.STA.BASS.UR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	99.48415586	99.48439072	99.48462558	99.48486043	99.48509529	99.48533015	99.485565	99.48579986	99.48603472	99.48612539	99.48612539	99.48612539	99.48612539	99.48612539	99.48612539	99.48612539	99.48612539	99.48612539	99.48612539	99.48612539	99.48612539
Belgium	BEL	Number of maternal deaths	SH.MMR.DTHS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	9	9	8	8	8	8	8	9	8	8	8	8	7	7	7	7	7	6	\N	\N	\N
Belgium	BEL	"Incidence of HIV, all (per 1,000 uninfected population)"	SH.HIV.INCD.TL.P3	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)"	SH.DYN.NCOM.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	15.4	15.1	15	14.5	13.7	13.7	13.4	13.1	13.2	12.8	12.9	12.6	12.2	11.9	11.5	11.5	11.1	11	10.8	10.6	\N
Belgium	BEL	Number of infant deaths	SH.DTH.IMRT	4633	4464	4297	4118	3928	3735	3547	3372	3211	3054	2887	2709	2522	2332	2152	1991	1851	1733	1631	1544	1465	1393	1325	1263	1207	1162	1125	1091	1057	1026	997	966	926	874	813	749	688	637	599	569	545	526	510	497	488	482	478	475	471	466	460	452	442	432	423	418	415	417	422	426	427
Belgium	BEL	Women who believe a husband is justified in beating his wife when she neglects the children (%)	SG.VAW.NEGL.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	24.52636	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)"	SE.TER.CUAT.MS.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	14.64595985	15.89947033	15.50469971	15.33957958	16.86886024	\N	17.31217003	\N
Belgium	BEL	"Trained teachers in upper secondary education, male (% of male teachers)"	SE.SEC.TCAQ.UP.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"School enrollment, secondary (% gross)"	SE.SEC.ENRR	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	81.9464798	83.66767883	84.2145462	84.60318756	83.93174744	83.64763641	84.80814362	86.90569305	88.10341644	88.9119873	90.09131622	92.08065033	92.39891815	95.30458069	97.74851227	99.40010071	99.75166321	100.6717682	101.0885162	101.3893738	101.6770477	102.7464905	141.3999176	144.5062866	146.5032959	146.3620148	\N	\N	141.857254	144.8762817	153.801239	155.9069672	158.6302795	153.4053345	159.8901367	161.0192108	159.514267	158.7434082	156.6383667	156.8615265	156.6331635	157.7947693	160.9192352	162.2993469	163.9347229	161.0331573	158.5418549	155.9610748	156.0806122	\N
Belgium	BEL	"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)"	SE.SEC.CUAT.PO.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3.212800026	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	27.98339081	\N	29.03784943	30.34893036	31.70034981	32.05892181	32.81845093	33.21784973	32.7278595	33.82556152	34.26369858	37.06731033	\N	38.44519043	\N
Belgium	BEL	"Adjusted net enrollment rate, primary (% of primary school age children)"	SE.PRM.TENR	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	96.29779	\N	97.62043	98.15498	97.04024	97.12267	93.98158	93.29294	92.87257	94.30415	95.68513	96.89028	\N	\N	96.53405	95.09398	97.66637	97.04167	97.07828	97.5397	\N	\N	99.13221	99.19199	99.1812	98.94533	97.96697	96.35918	95.99092	96.3076	97.24514	97.84119	97.77166	97.52697	97.6514	97.99151	98.02977	97.97358	98.38347	98.66219	99.11352	\N	\N	\N
Belgium	BEL	"Over-age students, primary (% of enrollment)"	SE.PRM.OENR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	7.9321	\N	5.90538	5.21639	5.79967	5.11388	5.30543	4.98891	4.85286	4.23532	3.9816	3.92292	\N	\N	3.47053	3.56954	4.43476	4.47066	4.39651	4.16629	\N	\N	3.98094	3.93387	4.01288	4.10687	4.27382	4.43883	4.49471	4.43049	4.2827	4.29779	4.35263	4.38108	4.29923	4.28815	5.72777	5.06187	4.78887	4.70761	4.81181	\N	\N	\N
